id,label
118084044,CANDIDATE
241065596,FALSE POSITIVE
3728481,CANDIDATE
415741431,FALSE POSITIVE
112395568,FALSE POSITIVE
420446142,FALSE POSITIVE
24364065,FALSE POSITIVE
274170255,FALSE POSITIVE
42755801,FALSE POSITIVE
331484419,CANDIDATE
395214388,CANDIDATE
78775584,FALSE POSITIVE
374919956,CANDIDATE
300810086,FALSE POSITIVE
463868678,CANDIDATE
115583726,CANDIDATE
188989177,FALSE POSITIVE
270238522,FALSE POSITIVE
431899140,FALSE POSITIVE
314724818,FALSE POSITIVE
434234955,FALSE POSITIVE
429218084,CANDIDATE
81429971,FALSE POSITIVE
147576037,FALSE POSITIVE
334798754,CANDIDATE
271042173,FALSE POSITIVE
196201652,CANDIDATE
78672342,FALSE POSITIVE
177718896,CANDIDATE
445254275,FALSE POSITIVE
165523947,FALSE POSITIVE
428867906,CANDIDATE
235333495,CANDIDATE
392995938,CANDIDATE
31054498,CANDIDATE
230017325,FALSE POSITIVE
360286627,CANDIDATE
234160911,CANDIDATE
443115574,CANDIDATE
449257028,CANDIDATE
294176967,FALSE POSITIVE
200917197,CANDIDATE
248092710,CANDIDATE
314835525,CANDIDATE
126572546,CANDIDATE
31553893,CANDIDATE
449951606,FALSE POSITIVE
125367522,CANDIDATE
463781038,CANDIDATE
343708863,FALSE POSITIVE
394918211,CANDIDATE
387329912,CANDIDATE
422923265,CANDIDATE
377739433,FALSE POSITIVE
372913430,FALSE POSITIVE
49967354,FALSE POSITIVE
233953967,CANDIDATE
382688257,CANDIDATE
204650483,CANDIDATE
202428245,FALSE POSITIVE
266843799,FALSE POSITIVE
64836837,FALSE POSITIVE
310537530,CANDIDATE
245462406,FALSE POSITIVE
292349703,CANDIDATE
430093142,CANDIDATE
371711170,FALSE POSITIVE
209935997,CANDIDATE
306902029,FALSE POSITIVE
132320310,FALSE POSITIVE
280857321,CANDIDATE
318828309,CANDIDATE
280097543,CANDIDATE
97735297,FALSE POSITIVE
305830609,CANDIDATE
120269103,FALSE POSITIVE
77102895,FALSE POSITIVE
26880783,CANDIDATE
230001847,CANDIDATE
268143410,CANDIDATE
252636888,FALSE POSITIVE
452375478,CANDIDATE
267808774,CANDIDATE
435336785,CANDIDATE
172630205,FALSE POSITIVE
265010875,CANDIDATE
64198376,CANDIDATE
67926921,FALSE POSITIVE
137284119,FALSE POSITIVE
176956893,CANDIDATE
276380902,FALSE POSITIVE
33153766,FALSE POSITIVE
218483943,CANDIDATE
7624182,FALSE POSITIVE
269439355,CANDIDATE
351603103,CANDIDATE
446370039,CANDIDATE
105387356,FALSE POSITIVE
470911286,FALSE POSITIVE
141363913,CANDIDATE
11521555,CANDIDATE
426077080,FALSE POSITIVE
177126182,FALSE POSITIVE
184869170,FALSE POSITIVE
406190563,FALSE POSITIVE
233735068,FALSE POSITIVE
279920478,CANDIDATE
220139435,CANDIDATE
385624852,FALSE POSITIVE
262137985,CANDIDATE
339503267,CANDIDATE
26999884,CANDIDATE
46698351,CANDIDATE
122485078,FALSE POSITIVE
118301361,FALSE POSITIVE
131034657,CANDIDATE
388130235,FALSE POSITIVE
85031598,CANDIDATE
238374636,FALSE POSITIVE
416486384,CANDIDATE
81593515,CANDIDATE
286561122,FALSE POSITIVE
354742440,CANDIDATE
116848450,CANDIDATE
292221593,CANDIDATE
366846982,CANDIDATE
361034196,FALSE POSITIVE
294869729,FALSE POSITIVE
287329267,FALSE POSITIVE
22069559,CANDIDATE
144956678,FALSE POSITIVE
185226925,FALSE POSITIVE
453396346,CANDIDATE
154926644,CANDIDATE
249812036,FALSE POSITIVE
288391628,FALSE POSITIVE
445946478,CANDIDATE
272828463,FALSE POSITIVE
74482749,FALSE POSITIVE
441462736,CANDIDATE
371909591,CANDIDATE
17896514,CANDIDATE
173298412,CANDIDATE
15692883,CANDIDATE
379717270,CANDIDATE
375225453,FALSE POSITIVE
347553438,CANDIDATE
449107129,CANDIDATE
71088556,CANDIDATE
42015200,FALSE POSITIVE
269102377,CANDIDATE
230386259,CANDIDATE
269400980,CANDIDATE
354031707,CANDIDATE
438629686,CANDIDATE
37291237,CANDIDATE
308191940,CANDIDATE
403288821,FALSE POSITIVE
358557578,CANDIDATE
263218688,CANDIDATE
118603213,CANDIDATE
332880327,CANDIDATE
153651591,FALSE POSITIVE
415461195,CANDIDATE
258557847,FALSE POSITIVE
55452495,FALSE POSITIVE
383949205,CANDIDATE
365781372,FALSE POSITIVE
444394183,CANDIDATE
233066156,CANDIDATE
88992642,CANDIDATE
407146536,FALSE POSITIVE
17555760,CANDIDATE
198077394,CANDIDATE
22186226,CANDIDATE
21132157,CANDIDATE
202375913,CANDIDATE
372068780,CANDIDATE
372068780,CANDIDATE
269514008,CANDIDATE
407156755,CANDIDATE
86075481,CANDIDATE
256722647,CANDIDATE
124543547,FALSE POSITIVE
195933415,CANDIDATE
258402425,FALSE POSITIVE
467580267,CANDIDATE
183979262,FALSE POSITIVE
470898625,CANDIDATE
323407659,CANDIDATE
354285962,FALSE POSITIVE
385658469,CANDIDATE
136848581,FALSE POSITIVE
254174907,CANDIDATE
116631353,CANDIDATE
445496795,CANDIDATE
436102447,CANDIDATE
65212867,CANDIDATE
133655284,CANDIDATE
241174783,FALSE POSITIVE
295507430,CANDIDATE
437856897,CANDIDATE
427279997,FALSE POSITIVE
9837861,FALSE POSITIVE
256886630,FALSE POSITIVE
284450803,FALSE POSITIVE
445137888,FALSE POSITIVE
238059180,CANDIDATE
420288086,FALSE POSITIVE
277014266,FALSE POSITIVE
375223080,CANDIDATE
261258875,FALSE POSITIVE
190643105,CANDIDATE
20988926,FALSE POSITIVE
75427473,FALSE POSITIVE
145982812,FALSE POSITIVE
146208651,FALSE POSITIVE
416987878,FALSE POSITIVE
152245179,CANDIDATE
347051112,CANDIDATE
352924930,FALSE POSITIVE
47132480,CANDIDATE
23113034,FALSE POSITIVE
100099031,CANDIDATE
79292541,CANDIDATE
432467894,CANDIDATE
421308357,FALSE POSITIVE
461271719,FALSE POSITIVE
207237016,CANDIDATE
21755546,FALSE POSITIVE
400323948,FALSE POSITIVE
5772442,FALSE POSITIVE
192487723,CANDIDATE
320341952,CANDIDATE
336092760,CANDIDATE
275722992,CANDIDATE
290131778,CANDIDATE
375850439,CANDIDATE
220435095,FALSE POSITIVE
176796997,CANDIDATE
420369105,CANDIDATE
287326127,CANDIDATE
139314045,CANDIDATE
293607057,CANDIDATE
189620016,FALSE POSITIVE
63718617,CANDIDATE
208091447,CANDIDATE
437253811,CANDIDATE
388505345,CANDIDATE
81077799,CANDIDATE
123958679,CANDIDATE
466890210,CANDIDATE
40954422,FALSE POSITIVE
268689126,CANDIDATE
280212554,FALSE POSITIVE
110428269,FALSE POSITIVE
92562123,CANDIDATE
160652910,CANDIDATE
88999533,CANDIDATE
362370757,CANDIDATE
400972123,CANDIDATE
271761420,CANDIDATE
117843067,FALSE POSITIVE
389525208,FALSE POSITIVE
219854519,CANDIDATE
349829627,CANDIDATE
219164808,FALSE POSITIVE
386456916,CANDIDATE
127315102,FALSE POSITIVE
285466025,CANDIDATE
81963214,CANDIDATE
419523962,CANDIDATE
435871546,CANDIDATE
220016044,FALSE POSITIVE
58372253,CANDIDATE
241040309,CANDIDATE
421973253,CANDIDATE
302453291,CANDIDATE
7583660,CANDIDATE
306357884,CANDIDATE
354846183,CANDIDATE
310822679,CANDIDATE
292321872,FALSE POSITIVE
384549882,FALSE POSITIVE
195483731,CANDIDATE
166190643,FALSE POSITIVE
50943163,FALSE POSITIVE
5024743,FALSE POSITIVE
458914949,FALSE POSITIVE
272125414,CANDIDATE
80166433,CANDIDATE
406361982,CANDIDATE
241638905,CANDIDATE
278862750,CANDIDATE
270677031,CANDIDATE
156724719,CANDIDATE
365389353,FALSE POSITIVE
97568467,CANDIDATE
358164738,CANDIDATE
289125016,FALSE POSITIVE
394137592,CANDIDATE
72504017,CANDIDATE
139707575,CANDIDATE
412485680,CANDIDATE
367287018,FALSE POSITIVE
357538688,FALSE POSITIVE
233720539,FALSE POSITIVE
129319156,FALSE POSITIVE
188128470,CANDIDATE
291471222,CANDIDATE
282890159,CANDIDATE
255560319,CANDIDATE
325081244,CANDIDATE
430415564,CANDIDATE
114600571,CANDIDATE
439942982,CANDIDATE
360142739,CANDIDATE
399444057,FALSE POSITIVE
388393034,CANDIDATE
50989813,CANDIDATE
334811204,CANDIDATE
439610306,FALSE POSITIVE
58463434,CANDIDATE
311284709,CANDIDATE
97669493,CANDIDATE
215018906,CANDIDATE
73104318,FALSE POSITIVE
275501623,FALSE POSITIVE
92783821,FALSE POSITIVE
140830390,FALSE POSITIVE
36227841,CANDIDATE
314088020,CANDIDATE
297153209,FALSE POSITIVE
136504576,CANDIDATE
279514271,CANDIDATE
288516853,CANDIDATE
361413119,CANDIDATE
75580659,CANDIDATE
35582553,CANDIDATE
157568289,FALSE POSITIVE
429791387,CANDIDATE
464326872,CANDIDATE
51830822,CANDIDATE
33350443,CANDIDATE
1881298619,CANDIDATE
131979339,FALSE POSITIVE
250306572,CANDIDATE
279265701,CANDIDATE
247283054,CANDIDATE
342375120,CANDIDATE
256418577,CANDIDATE
236158940,CANDIDATE
159117779,CANDIDATE
127115861,CANDIDATE
463754499,CANDIDATE
354151219,FALSE POSITIVE
452049244,CANDIDATE
410528770,FALSE POSITIVE
104734832,CANDIDATE
445586472,FALSE POSITIVE
384744828,FALSE POSITIVE
355748785,CANDIDATE
25624952,FALSE POSITIVE
202941251,CANDIDATE
137020480,CANDIDATE
433144048,CANDIDATE
198213332,CANDIDATE
192321638,CANDIDATE
425706173,CANDIDATE
356990855,CANDIDATE
193413306,CANDIDATE
160440924,CANDIDATE
408609355,CANDIDATE
376765646,CANDIDATE
293853437,CANDIDATE
239977528,CANDIDATE
239372503,FALSE POSITIVE
64531556,FALSE POSITIVE
270333769,FALSE POSITIVE
313761775,FALSE POSITIVE
92013169,FALSE POSITIVE
90048949,CANDIDATE
233788275,CANDIDATE
381982417,CANDIDATE
31114545,FALSE POSITIVE
84599716,CANDIDATE
313891529,FALSE POSITIVE
462072242,CANDIDATE
373785851,FALSE POSITIVE
319068154,FALSE POSITIVE
330468175,FALSE POSITIVE
462162948,CANDIDATE
121966220,FALSE POSITIVE
78290597,CANDIDATE
232941965,CANDIDATE
126225595,CANDIDATE
321894059,CANDIDATE
419419534,FALSE POSITIVE
53709089,CANDIDATE
89759617,FALSE POSITIVE
15565627,FALSE POSITIVE
54390047,FALSE POSITIVE
302477411,CANDIDATE
138609069,CANDIDATE
363259409,CANDIDATE
327126871,CANDIDATE
267867517,FALSE POSITIVE
30300445,CANDIDATE
159107668,CANDIDATE
146589986,CANDIDATE
465933345,CANDIDATE
319312479,CANDIDATE
35883621,FALSE POSITIVE
59351345,CANDIDATE
259381479,CANDIDATE
297853363,CANDIDATE
65412605,CANDIDATE
375199523,FALSE POSITIVE
282221346,CANDIDATE
275384718,FALSE POSITIVE
431585347,FALSE POSITIVE
470709084,FALSE POSITIVE
259129875,FALSE POSITIVE
91576611,FALSE POSITIVE
139251123,CANDIDATE
206474443,CANDIDATE
324422520,CANDIDATE
272050287,FALSE POSITIVE
16538820,CANDIDATE
58825110,CANDIDATE
40055053,CANDIDATE
366074069,FALSE POSITIVE
242120884,CANDIDATE
422159302,CANDIDATE
302054555,CANDIDATE
148772620,CANDIDATE
25773352,CANDIDATE
403136413,FALSE POSITIVE
467649533,CANDIDATE
59744366,CANDIDATE
231289421,CANDIDATE
387377484,CANDIDATE
128463355,FALSE POSITIVE
13574009,CANDIDATE
363029616,CANDIDATE
177612321,FALSE POSITIVE
185405474,FALSE POSITIVE
147561732,CANDIDATE
321436679,FALSE POSITIVE
14203588,CANDIDATE
256561562,CANDIDATE
158323182,CANDIDATE
140019355,CANDIDATE
260849386,FALSE POSITIVE
52548453,FALSE POSITIVE
312289279,CANDIDATE
122262940,FALSE POSITIVE
343330330,CANDIDATE
220414682,CANDIDATE
159303995,CANDIDATE
352409708,CANDIDATE
26390980,CANDIDATE
337647366,CANDIDATE
82302240,FALSE POSITIVE
141663460,FALSE POSITIVE
172518755,CANDIDATE
72542944,CANDIDATE
359321688,CANDIDATE
141677268,CANDIDATE
148833828,CANDIDATE
233576159,CANDIDATE
294365631,CANDIDATE
336456596,FALSE POSITIVE
97158538,FALSE POSITIVE
193081156,CANDIDATE
428812049,CANDIDATE
306604742,CANDIDATE
150761163,CANDIDATE
247283596,CANDIDATE
360475034,CANDIDATE
160268701,FALSE POSITIVE
260609205,FALSE POSITIVE
30312676,FALSE POSITIVE
260962960,CANDIDATE
176780257,CANDIDATE
130087198,CANDIDATE
133331642,CANDIDATE
37242226,FALSE POSITIVE
67309890,FALSE POSITIVE
147660886,CANDIDATE
5109298,FALSE POSITIVE
191998744,CANDIDATE
286545058,CANDIDATE
224635135,CANDIDATE
424112727,CANDIDATE
71341774,CANDIDATE
39858507,CANDIDATE
445903569,CANDIDATE
139375960,CANDIDATE
238197638,CANDIDATE
344416349,FALSE POSITIVE
419878733,CANDIDATE
199488690,CANDIDATE
221566773,CANDIDATE
287494667,CANDIDATE
44514807,CANDIDATE
360473750,CANDIDATE
200320748,CANDIDATE
237185205,FALSE POSITIVE
369864738,FALSE POSITIVE
466928064,CANDIDATE
276922692,CANDIDATE
193979250,CANDIDATE
329672278,CANDIDATE
454828937,CANDIDATE
235664497,CANDIDATE
265242905,CANDIDATE
370385007,CANDIDATE
268532343,CANDIDATE
69997672,FALSE POSITIVE
368713985,CANDIDATE
433546897,CANDIDATE
7413227,CANDIDATE
286923515,CANDIDATE
294497466,CANDIDATE
77527511,CANDIDATE
278105308,CANDIDATE
258983679,CANDIDATE
48178229,FALSE POSITIVE
233194447,CANDIDATE
406855039,FALSE POSITIVE
383723559,FALSE POSITIVE
390207998,CANDIDATE
67478724,CANDIDATE
352442207,CANDIDATE
287643871,CANDIDATE
193765661,CANDIDATE
278540265,CANDIDATE
372747949,CANDIDATE
254629854,FALSE POSITIVE
368320811,CANDIDATE
251384275,CANDIDATE
260655847,CANDIDATE
192943720,CANDIDATE
74389253,CANDIDATE
66788350,CANDIDATE
76894548,CANDIDATE
452938965,CANDIDATE
9833284,CANDIDATE
219253008,CANDIDATE
90544017,FALSE POSITIVE
50365310,FALSE POSITIVE
428003305,CANDIDATE
398099429,CANDIDATE
209054294,CANDIDATE
76545118,CANDIDATE
143072696,CANDIDATE
440849210,CANDIDATE
406926040,CANDIDATE
13737885,CANDIDATE
235448190,CANDIDATE
269424395,FALSE POSITIVE
441572821,CANDIDATE
118021229,FALSE POSITIVE
83053699,FALSE POSITIVE
269043098,CANDIDATE
264912889,CANDIDATE
195256633,CANDIDATE
288224503,CANDIDATE
372817671,CANDIDATE
161156159,FALSE POSITIVE
238597883,FALSE POSITIVE
383531859,FALSE POSITIVE
255760319,FALSE POSITIVE
352284958,CANDIDATE
361403927,CANDIDATE
439618305,CANDIDATE
470724594,CANDIDATE
288162228,CANDIDATE
23725901,CANDIDATE
284528889,FALSE POSITIVE
435167167,FALSE POSITIVE
244487927,CANDIDATE
145023816,CANDIDATE
448688668,CANDIDATE
378613125,CANDIDATE
285677945,FALSE POSITIVE
377304435,FALSE POSITIVE
7561203,CANDIDATE
431033767,CANDIDATE
165948070,CANDIDATE
360221713,CANDIDATE
74484886,FALSE POSITIVE
158916431,FALSE POSITIVE
17416749,FALSE POSITIVE
138017750,FALSE POSITIVE
412014494,FALSE POSITIVE
382258844,CANDIDATE
233721037,CANDIDATE
344855300,CANDIDATE
308778563,CANDIDATE
181304295,CANDIDATE
27863043,CANDIDATE
224293782,CANDIDATE
5592720,CANDIDATE
126772538,FALSE POSITIVE
250189842,CANDIDATE
128531633,CANDIDATE
341272282,FALSE POSITIVE
269568703,CANDIDATE
169448297,CANDIDATE
92677094,CANDIDATE
92744152,CANDIDATE
469523619,CANDIDATE
365952328,FALSE POSITIVE
332887363,CANDIDATE
430431091,CANDIDATE
203287192,CANDIDATE
457649900,CANDIDATE
293931909,CANDIDATE
162387333,CANDIDATE
259165246,CANDIDATE
54464870,FALSE POSITIVE
353367071,FALSE POSITIVE
348135793,FALSE POSITIVE
416624606,FALSE POSITIVE
88485645,CANDIDATE
157808355,CANDIDATE
383829317,CANDIDATE
372178596,CANDIDATE
384709136,CANDIDATE
281225729,CANDIDATE
29418536,CANDIDATE
9828416,CANDIDATE
167009792,FALSE POSITIVE
169177766,FALSE POSITIVE
48188920,FALSE POSITIVE
274545328,CANDIDATE
298946836,CANDIDATE
229671380,CANDIDATE
2507547,CANDIDATE
350332997,FALSE POSITIVE
434100688,FALSE POSITIVE
147977348,CANDIDATE
12980264,CANDIDATE
284688043,CANDIDATE
49705089,CANDIDATE
190986054,CANDIDATE
318054782,FALSE POSITIVE
286152207,CANDIDATE
35652085,CANDIDATE
241076290,CANDIDATE
468148930,CANDIDATE
177697418,CANDIDATE
40093986,CANDIDATE
445370101,CANDIDATE
27230283,CANDIDATE
294768072,CANDIDATE
448820344,CANDIDATE
157127081,CANDIDATE
171160243,CANDIDATE
360706000,CANDIDATE
468977648,FALSE POSITIVE
378355116,FALSE POSITIVE
85266608,CANDIDATE
328750515,FALSE POSITIVE
331034236,FALSE POSITIVE
202059363,CANDIDATE
434086605,CANDIDATE
317290270,CANDIDATE
445990611,CANDIDATE
26406123,CANDIDATE
231559817,CANDIDATE
10507330,CANDIDATE
353498819,CANDIDATE
443341002,CANDIDATE
52869977,CANDIDATE
330332501,FALSE POSITIVE
91481801,CANDIDATE
97766057,CANDIDATE
9441591,CANDIDATE
272218608,CANDIDATE
375116172,CANDIDATE
76420654,CANDIDATE
248058363,CANDIDATE
89876424,FALSE POSITIVE
290263093,CANDIDATE
134315574,FALSE POSITIVE
81831095,CANDIDATE
69068526,CANDIDATE
305424003,CANDIDATE
99572130,CANDIDATE
294324819,CANDIDATE
38939275,CANDIDATE
142918609,FALSE POSITIVE
259389219,FALSE POSITIVE
420018238,CANDIDATE
133850380,CANDIDATE
156987351,CANDIDATE
35315453,CANDIDATE
420114036,CANDIDATE
288471040,FALSE POSITIVE
34737413,CANDIDATE
404505029,CANDIDATE
96291218,FALSE POSITIVE
341544930,FALSE POSITIVE
101929303,FALSE POSITIVE
354293303,CANDIDATE
144043410,FALSE POSITIVE
55525572,CANDIDATE
382437043,FALSE POSITIVE
294090620,FALSE POSITIVE
400491269,CANDIDATE
170627138,CANDIDATE
101133275,CANDIDATE
128558444,CANDIDATE
81808065,CANDIDATE
243153196,FALSE POSITIVE
310266243,CANDIDATE
127328218,CANDIDATE
356822426,CANDIDATE
453289469,FALSE POSITIVE
281489322,CANDIDATE
459997997,FALSE POSITIVE
374400599,FALSE POSITIVE
387079085,FALSE POSITIVE
34551972,FALSE POSITIVE
271747067,CANDIDATE
274223601,CANDIDATE
359735804,CANDIDATE
231937828,CANDIDATE
166220082,CANDIDATE
311179742,CANDIDATE
354006740,FALSE POSITIVE
349789882,CANDIDATE
26305150,CANDIDATE
47316976,CANDIDATE
233287217,CANDIDATE
310497279,CANDIDATE
70678449,CANDIDATE
468329664,CANDIDATE
417942201,CANDIDATE
65446983,CANDIDATE
448358913,CANDIDATE
237406657,CANDIDATE
437893926,FALSE POSITIVE
443199889,CANDIDATE
118963720,CANDIDATE
455272393,CANDIDATE
167597352,CANDIDATE
451254008,CANDIDATE
287584141,CANDIDATE
168384845,CANDIDATE
289539327,FALSE POSITIVE
149601557,FALSE POSITIVE
88863718,CANDIDATE
77258176,CANDIDATE
166099360,CANDIDATE
124895104,CANDIDATE
262135904,FALSE POSITIVE
140706833,CANDIDATE
326475995,CANDIDATE
97249514,CANDIDATE
247912728,CANDIDATE
467684543,CANDIDATE
56655478,CANDIDATE
107440797,CANDIDATE
319282294,FALSE POSITIVE
305550963,FALSE POSITIVE
303686889,CANDIDATE
344745774,CANDIDATE
14709225,CANDIDATE
368536386,FALSE POSITIVE
376838000,FALSE POSITIVE
127425841,FALSE POSITIVE
376682699,FALSE POSITIVE
291555748,FALSE POSITIVE
420268415,CANDIDATE
23982469,CANDIDATE
369965258,CANDIDATE
104195270,FALSE POSITIVE
272211398,CANDIDATE
6898572,CANDIDATE
268172361,CANDIDATE
114103134,FALSE POSITIVE
65845738,CANDIDATE
406495245,CANDIDATE
33227166,CANDIDATE
470156846,CANDIDATE
275887811,CANDIDATE
233680651,CANDIDATE
154867950,FALSE POSITIVE
350445771,FALSE POSITIVE
341419787,FALSE POSITIVE
647636934,CANDIDATE
466113537,CANDIDATE
367439938,CANDIDATE
339636032,FALSE POSITIVE
358838026,CANDIDATE
66242670,CANDIDATE
259708416,CANDIDATE
387933822,CANDIDATE
462808933,CANDIDATE
129890791,CANDIDATE
267197567,CANDIDATE
400762242,CANDIDATE
125520907,CANDIDATE
177079323,CANDIDATE
179582003,CANDIDATE
399870368,CANDIDATE
422223456,CANDIDATE
10593553,CANDIDATE
468765355,CANDIDATE
196286587,FALSE POSITIVE
87873211,CANDIDATE
376421071,CANDIDATE
442050698,CANDIDATE
150299840,CANDIDATE
35377903,FALSE POSITIVE
93594834,FALSE POSITIVE
62501513,CANDIDATE
61621800,CANDIDATE
73244652,FALSE POSITIVE
60984804,CANDIDATE
354489554,CANDIDATE
48253329,CANDIDATE
216925130,CANDIDATE
412828754,CANDIDATE
274911400,CANDIDATE
25911962,CANDIDATE
79605791,CANDIDATE
297361900,CANDIDATE
312548415,FALSE POSITIVE
33840683,CANDIDATE
292477426,CANDIDATE
406236094,CANDIDATE
124702477,FALSE POSITIVE
412054152,CANDIDATE
356590734,CANDIDATE
469436001,FALSE POSITIVE
89417257,CANDIDATE
294173437,FALSE POSITIVE
210169818,CANDIDATE
303055194,FALSE POSITIVE
1942969,CANDIDATE
467783290,FALSE POSITIVE
184670625,FALSE POSITIVE
448775221,CANDIDATE
73433128,CANDIDATE
151930063,FALSE POSITIVE
311239796,CANDIDATE
1989628303,CANDIDATE
23389848,FALSE POSITIVE
103195323,CANDIDATE
53617134,CANDIDATE
233009109,CANDIDATE
187029841,FALSE POSITIVE
70887357,FALSE POSITIVE
90127880,CANDIDATE
313922260,CANDIDATE
161738745,CANDIDATE
88266880,CANDIDATE
224418572,FALSE POSITIVE
113295476,FALSE POSITIVE
321802774,CANDIDATE
166697854,FALSE POSITIVE
91869778,FALSE POSITIVE
375506058,CANDIDATE
44792534,CANDIDATE
341157650,CANDIDATE
63232997,CANDIDATE
301247383,CANDIDATE
256326844,CANDIDATE
366804698,CANDIDATE
232603560,CANDIDATE
363661031,CANDIDATE
247518629,CANDIDATE
456844391,CANDIDATE
328167090,FALSE POSITIVE
229510866,CANDIDATE
293880523,CANDIDATE
296354161,CANDIDATE
272167060,CANDIDATE
25472026,CANDIDATE
400430915,CANDIDATE
250478345,CANDIDATE
257052211,FALSE POSITIVE
326809267,CANDIDATE
467211520,CANDIDATE
15682927,FALSE POSITIVE
435719275,CANDIDATE
448435566,CANDIDATE
464388115,CANDIDATE
449197624,FALSE POSITIVE
34499178,CANDIDATE
79930628,CANDIDATE
317546777,CANDIDATE
1449756,FALSE POSITIVE
304021498,FALSE POSITIVE
156514476,CANDIDATE
398502253,CANDIDATE
350743714,FALSE POSITIVE
308050066,FALSE POSITIVE
369907772,CANDIDATE
361218772,CANDIDATE
379929661,CANDIDATE
159160230,CANDIDATE
392064198,CANDIDATE
5800958,FALSE POSITIVE
291517604,CANDIDATE
368734712,CANDIDATE
28961316,CANDIDATE
458647887,CANDIDATE
295599256,FALSE POSITIVE
350432166,CANDIDATE
119925436,CANDIDATE
438295981,FALSE POSITIVE
260767135,CANDIDATE
296327387,CANDIDATE
32443914,CANDIDATE
259606227,CANDIDATE
359469754,CANDIDATE
335040423,CANDIDATE
470169396,CANDIDATE
283015592,CANDIDATE
398466662,CANDIDATE
237362186,CANDIDATE
34266522,CANDIDATE
54044474,FALSE POSITIVE
302212110,CANDIDATE
307716123,CANDIDATE
321086563,CANDIDATE
121560868,CANDIDATE
275702126,CANDIDATE
411731278,CANDIDATE
348844154,FALSE POSITIVE
307375528,CANDIDATE
408506314,CANDIDATE
426901646,CANDIDATE
101961987,CANDIDATE
251705938,CANDIDATE
467690903,CANDIDATE
100769500,CANDIDATE
51094586,CANDIDATE
46307587,CANDIDATE
355008856,CANDIDATE
307320565,CANDIDATE
254142310,CANDIDATE
281987399,CANDIDATE
112316665,CANDIDATE
468828873,FALSE POSITIVE
367102581,FALSE POSITIVE
158555987,FALSE POSITIVE
257060897,CANDIDATE
238606535,CANDIDATE
386435344,FALSE POSITIVE
173824688,CANDIDATE
431514478,CANDIDATE
97925605,CANDIDATE
373894336,CANDIDATE
173671381,CANDIDATE
307377219,FALSE POSITIVE
194679333,CANDIDATE
294295243,CANDIDATE
407313319,CANDIDATE
262530873,FALSE POSITIVE
315096343,CANDIDATE
391900348,CANDIDATE
93963408,FALSE POSITIVE
347018922,CANDIDATE
154351773,CANDIDATE
379824738,CANDIDATE
378708888,CANDIDATE
381360757,CANDIDATE
427352241,FALSE POSITIVE
412521892,CANDIDATE
302759417,CANDIDATE
284305328,FALSE POSITIVE
149995163,CANDIDATE
267373896,CANDIDATE
384016413,CANDIDATE
279177746,FALSE POSITIVE
89643259,FALSE POSITIVE
95234976,CANDIDATE
270604417,CANDIDATE
238197709,FALSE POSITIVE
350299588,CANDIDATE
19451711,CANDIDATE
88684250,CANDIDATE
426032475,CANDIDATE
426032475,CANDIDATE
255851356,FALSE POSITIVE
302814895,FALSE POSITIVE
171312653,CANDIDATE
290407621,CANDIDATE
39573090,CANDIDATE
